address,antiphone,autonomous_status,bank_name,branches_summary,college_code,college_name,dist_from_hq,dist_from_railway,district,email,hostel_accommodation_available_boys,hostel_accommodation_available_girls,hostel_admission_fees,hostel_caution_deposit,hostel_electricity_charges,hostel_electricity_charges_boys,hostel_electricity_charges_girls,hostel_establishment_charges,hostel_max_transport_charges,hostel_mess_bill,hostel_mess_bill_boys,hostel_mess_bill_girls,hostel_min_transport_charges,hostel_permanent_or_rental,hostel_permanent_or_rental_boys,hostel_permanent_or_rental_girls,hostel_room_rent,hostel_room_rent_boys,hostel_room_rent_girls,hostel_transport_facilities,hostel_type_of_mess,hostel_type_of_mess_boys,hostel_type_of_mess_girls,minority_status,nearest_railway,note,phone_fax,pincode,principal_dean,taluk,website
"NO:3/249,E.S.NAGAR,NH-45,",9790466108,No,INDIAN BANK,AD(60); CS(60); EC(60),1428,"E S Engineering College, Chennai Trunk Road, Ayyankoilpattu, Villupuram District 605602",5,3,VILUPPURAM,admin@escet.in,Yes,Yes,1000,5000,,500,500,2000,30000,,5000,5000,2000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,VILLUPURAM,,9585287662,605601,DR K INDIRA,,https://escet.in/
"A.VASUDEVANUR (PO),",9789020231,No,UNION BANK OF INDIA,CE(30); CS(90); EE(60),1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi District 606201",25,7,KALLAKURICHI,mbec123@gmail.com,Yes,Yes,500,2000,,250,250,2000,25000,,2500,2500,1500,,Permanent,Permanent,,750,750,Yes,,Both,Both,No,CHINNASALEM,,4151256333,606201,DR R GURUMANI,CHINNASALEM,www.mbec.ac.in
VENGAIVASAL MAIN ROAD,9884232271,No,INDIAN OVERSEAS BANK,AD(60); CS(90); SC(60),1431,"New Prince Shri Bhavani College of Engineering and Technology(Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai 600073",40,5,,npsbprincipal@gmail.com,Yes,Yes,5000,1000,,250,250,1000,20000,,3000,3000,16000,,Permanent,Permanent,,1750,1750,Yes,,Both,Both,No,TAMBARAM,,4422780303,600073,DR T SARAVANAN,TAMBARAM,WWW.NPSBCET.EDU.IN
KUTHAMBAKKAM,9840296158,Yes,INDIAN BANK,AD(180); CB(120); CO(60),1432,"Rajalakshmi Institute of Technology, Irulapalayam, (Autonomous) Kuthampakkam Post, Kancheepuram District, Chennai 600124",25,24,1432,mail@ritchennai.edu.in,Yes,Yes,1000,10000,,500,500,1000,40000,,2750,2750,40000,,Permanent,Permanent,,3000,3000,Yes,,Veg,Veg,Yes,TIRUVALLUR,,9840296158,600124,DR P K NAGARAJAN,POONAMALLEE,www.ritchennai.org
"SURYA GROUP OF INSTITUTIONS, GST",7598469950,No,AXIS BANK,AU(30); CE(30),1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District",15,15,VILUPPURAM,principalset@suryagroup.edu.in,Yes,Yes,0,0,,300,300,0,10000,,2200,2200,6500,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,VILLUPURAM JUNCTION,,4146263221,605652,DR V KALYANA CHAKRAVARTHY,,www.suryagroup.edu.in
"VADAKUCHIPALAYAM,",9443070067,No,INDIAN BANK KOLIYANUR,AD(60); CE(30); ME(60),1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",10,10,VILUPPURAM,arec.svet@gmail.com,Yes,Yes,2500,5000,,100,100,5000,35000,,2500,2500,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,VILLUPURAM,,9487447625,605601,DR PANNEERDHASS R,VIKKRAVANDI,www.arenggc.com
"SH-48,TAMBARAM TO ORAGADAM",9363604040,No,DBS BANK INDIA,CE(30); CS(60),1437,"Rrase College of Engineering, Padappai, Kancheepuram 601301",35,9,KANCHIPURAM,rrasecoe@gmail.com,Yes,Yes,500,0,,2400,2400,5000,25000,,31600,31400,12000,,Permanent,Permanent,,6000,6000,Yes,,Both,Both,No,VANDALUR,,4427174753,601301,RANGANATH MUTHU,,www.rrase.com
"UNAI VILLAGE, ANAICUT POST",9790607343,No,INDIAN BANK,ME(60); CE(30); CS(45),1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore District",20,20,VELLORE,principalskce5126@gmail.com,Yes,Yes,75000,3000,,200,200,1000,3000,,3000,3000,1500,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,KATPADI GUDIYATTAM,,9894216849,632101,DR SRINIVASA RAO MADANE S,ANAICUT,www.skcevellore.ac.in
"AKT NAGAR, NEELAMANGALAM",9952759085,No,INDIAN BANK,CE(30); CS(60); EC(60),1441,"A K T Memorial College of Engineering and Technology, Neelamangalam Village, Kallakurichi District 606202",3,18,1441,aktengg@gmail.com,Yes,Yes,0,0,,0,0,0,25000,,4000,4000,5500,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,CHINNASALEM,,4151223577,606213,DR R THANIGAIVELAN,KALLAKURICHI,www.aktmcet.in
MEDAVAKKAM - MAMBAKKAM,9884596363,No,INDIAN OVERSEAS BANK,AD(60); BM(30); SC(60),1442,"Prince Dr. K Vasudevan College of Engineering and Technology, Medavakkam- Mambakkam Road, Ponmar, Chennai 600127",70,15,CHENGALPATTU,prince@princedr.k.vasudevan.com,Yes,Yes,500,5000,,400,400,0,40000,,6000,6000,33000,,Permanent,Permanent,,750,750,Yes,,Both,Both,No,TAMBARAM,,9840100040,600127,DR T SUNDERSELWYN,VANDALUR,www.princedrkvasudevan.com
"ZAMIN ENDATHUR,",9445398094,No,KARUR VYSYA BANK,CE(30); EC(60),1444,"Chendu College of Engineering and Technology, ZaminEndathur Village, Madurantakam Taluk, Chengalpattu District 600127",32,6,CHENGALPATTU,principal@ccet.org.in,Yes,Yes,500,5000,,200,200,5000,35000,,3900,3900,12000,,Permanent,Permanent,,1700,1700,Yes,,Both,Both,No,MADURANTAKAM,,9445398096,603311,PROF A MOHAMED ABDUL KADHAR,MADURANTAKAM,www.chenduengg.com
NH77 TIRUVANNAMALAI -,9787470790,No,STATE BANK OF INDIA,CS(60); EC(30),1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",40,30,VILUPPURAM,srceprince2009@gmail.com,Yes,Yes,1000,5000,,100,100,5000,19000,,4500,4500,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,TINDIVANAM,,9791263493,604151,DR E ARUN,,http://rangapoopathi.in/
NH45 MAIN ROAD,9894115500,No,INDIAN BANK,AG(60); CE(30); CS(60),1449,"Saraswathy College of Engineering and Technology, NH-45, Main Road, Olakkur, Tindivanam Taluk, Villupuram District 604307",13,3,1449,scet4218@gmail.com,Yes,Yes,1000,0,,0,0,0,3000,,3600,3600,1000,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,OLAKKUR,,4147290370,604305,DR R RAJU,TINDIVANAM,https://vetscet.ac.in
LOYOLA COLLEGE,9003825594,No,INDIAN OVERSEAS BANK,CS(120); EC(60); EE(60),1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",6,1,CHENNAI,licet@licet.ac.in,Yes,Yes,0,0,,0,0,0,0,,3500,3500,0,,Permanent,Permanent,,6000,6000,No,,Both,Both,Yes,NUNGAMBAKKAM,,9003900183,600034,DR L ANTONY MICHAEL RAJ,EGMORE,www.licet.ac.in
"PERI KNOWLEDEGE PARK,",9150594111,No,INDUSIND BANK,AD(30); AG(30); CB(60),1452,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048",25,2,CHENGALPATTU,admissions@periit.com,Yes,Yes,1000,0,,400,400,5000,50000,,6000,6000,30000,,Permanent,Permanent,,1100,1100,Yes,,Both,Both,No,VANDALUR,,9150594111,600048,DR R PALSON KENNEDY,VANDALUR,www.peri.education
"G.B.NAGAR, KALAVAI,",9994085790,No,CENTRAL BANK OF INDIA,CE(30); CS(60); EC(60),1501,"Adhiparasakthi College of Engineering, Kalavai, Ranipet District 632506",20,45,1501,apce501@gmail.com,Yes,Yes,250,0,,500,500,10000,25000,,3000,3000,7500,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,KATPADI JUNCTION,,9003718817,632506,DR T KARTHIKEYAN,KALAVAI,www.apce.in
"VADAMAVANDAL VILLAGE,",8668010671,No,INDIAN BANK,CE(30); EE(30),1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal, Thiruvannamalai District 604410",90,18,TIRUVANNAMALAI,amacengg@yahoo.com,Yes,Yes,40000,0,,100,100,5000,2000,,3000,3000,1000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,KANCHIPURAM,,8939804010,604410,DR P RAMASUBRAMANIAN,VEMBAKKAM TALUK,www.amace.edu.in
"VELU NAGAR, MATHUR,",9442367155,No,INDIAN BANK,BT(60); CS(120); EC(120),1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",4,4,TIRUVANNAMALAI,aectvm1993@gmail.com,Yes,Yes,200,0,,150,150,0,27000,,3000,3000,18000,,Permanent,Permanent,,1750,1750,Yes,,Both,Both,No,TIRUVANNAMALAI,,9442367155,606603,DR RAVICHANDARAN R,TIRUVANNAMALAI,www.arunai.org
HAKEEM NAGAR MELVISHARAM,9894325466,No,STATE BANK OF INDIA,AD(60); CE(30); CS(120),1505,"C Abdul Hakeem College of Engineering and Technology, Melvisharam, Ranipet District 632509",4,5,,info.cahcet@gmail.com,Yes,Yes,600,2000,,380,380,8000,28000,,4500,4500,10000,,Permanent,Permanent,,360,360,Yes,,Both,Both,Yes,WALAJA ROAD,,4172267387,632509,DR M SASIKUMAR,WALAJA,www.cahcet.edu.in
GANADIPATHY TULSIS JAIN,9894419261,No,BANK OF BARODA,AD(60); EC(30),1507,"Ganadipathy Tulsi’s Jain Engineering College, Kaniyambadi, Vellore District",10,15,VELLORE,principal@gtec.ac.in,Yes,Yes,0,0,,0,0,0,25250,,3000,3000,12000,,Permanent,Permanent,,1500,1000,Yes,,Veg,Veg,No,KATPADI,,8012570109,632102,DR M BARATHI,VELLORE,www.gtec.ac.in
"12, VEMBULIAMMAN KOVIL STREET,",9791567506,No,INDIAN BANK,CS(120); IT(120); EC(120),1509,"Meenakshi College of Engineering, Vembuliamman Koil Street, K K Nagar (West), Chennai 600078",10,4,CHENNAI,principal@mce.edu.in,Yes,Yes,1000,0,,5000,5000,0,32000,,4000,4000,11000,,Permanent,Permanent,,24000,24000,Yes,,Both,Both,Yes,MAMBALAM,,9791529229,600078,DR R GANESAN,"MAMBALAM, GUINDY",mce.edu.in
"CHETTIYAPPANUR VILLAGE & POST,",9047666423,No,CANARA BANK,CE(60); CS(90); EC(60),1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District",20,5,TIRUPATHUR,priyaecvnb@yahoo.com,Yes,Yes,500,2500,,500,500,2500,20000,,3500,3500,6000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,VANIYAMBADI,,9443491455,635751,DR K VIJAYARAJ,VANIYAMBADI,www.priyadarshini.net.in
"THENKADAPPANTHANGAL ,",8667013673,No,INDIAN BANK,CE(45); CS(45); EE(60),1511,"Ranipettai Engineering College, Thenkadappanthangal, Ranipet District 632513",6,6,RANIPET,recchairman@gmail.com,Yes,Yes,5000,5000,,0,0,0,12000,,3000,3000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,WALAJA ROAD RAILWAY STATION,,4172299501,632513,MANJUNATHAN M,WALAJA,www.ranippettaiengcollege.com
BANGALORE-PONDICHERRY,9894304247,No,HDFC BANK LMITED,CE(60); CS(120); EC(60),1512,"S K P Engineering College, Thiruvannamalai District 606611",4,4,TIRUVANNAMALAI,principal@skpec.in,Yes,Yes,0,0,,10000,10000,0,30000,,30000,30000,20000,,Permanent,Permanent,,30000,30000,Yes,,,,Yes,TIRUVANNAMALAI,,9894335620,606611,DR S BASKARAN ME PHD,TIRUVANNAMALAI TALUK,www.skpec.edu.in
"ARCOT ROAD,IRUMBEDU",9843099201,No,INDIAN BANK,CS(60); EC(60); IT(60),1513,"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District",60,8,1513,sbcecarni1513@gmail.com,Yes,Yes,0,0,,0,0,0,25000,,3000,3000,5500,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,ARANI ROAD,,9843099201,632317,DR V THIRUNAVUKKARASU,ARNI,www.sbcecarni.org
"MOLAGARAMPATTIVILLAGE,",7019080599,No,UNION BANK OF INDIA,CS(60); EE(45); ME(60),1514,"SriNandhanamCollegeofEngineeringandTechnology,Molagarampatti,Tirupattur, Vellore-635601",3,5,TIRUPATHUR,engineering@nandhanam.edu.in,Yes,Yes,5000,5000,,0,0,0,1700,,3000,3000,1250,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,JOLARPET,,8220789092,635602,DR SHANKAR,TIRUPATHUR,www.nandhanam.edu.in
"CHTTERI ROAD,BAGAYAM, VELLORE",8300891944,No,STATE BANK OF INDIA,CE(60); ME(120); EC(120),1516,"ThanthaiPeriyar Government Institute of Technology, Bagayam, Vellore District",10,12,1516,tpgitpa@gmail.com,Yes,Yes,250,5000,,250,250,6000,0,,2500,2500,0,,Permanent,Permanent,,200,200,No,,Veg,Veg,No,KATPADI JUNCTION,,4162267762,632002,DR J SREERAMBABU,VELLORE,www.tpgit.edu.in
THIRUMALAI ENGINEERING,9894870496,No,TAMILNAD MERCANTILE BANK,CS(120); EC(30),1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",6,6,KANCHIPURAM,tecau1517@gmail.com,Yes,Yes,1000,5000,,500,500,0,20000,,3000,3000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,KANCHIPURAM,,9894870496,631551,DR S LAKSHMI,,www.thirumalaiengg.in
PONNUR HILLS VANDAVASI,9360646172,No,KARUR VYSYA BANK,AE(45); AU(30); CE(68),1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",70,40,,tcet1998@gmail.com,Yes,Yes,0,10000,,0,0,0,35000,,3000,3000,5000,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,MELMARUVATHUR,,9842313222,604505,DR V ARUMUGHAM,VANDAVASI,www.tcet.co.in
MGR NAGAR K.BANDARAPALLI,8939690965,No,INDIAN BANK,EE(60); IT(60),1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District",14,13,TIRUPATHUR,principal@bec.ac.in,Yes,Yes,500,0,,3000,3000,1000,24500,,3500,3500,4000,,Permanent,Rental,,12000,12000,Yes,,Both,Both,No,JOLARPET,,8939690965,635854,DR G BASKAR M E PH D FIE,,www.bec.ac.in
"CHITTOOR MAIN ROAD, CHIRISTIAN",9976849999,No,INDIAN BANK,CS(120); CB(30),1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",4,4,VELLORE,principal@kingston.ac.in,Yes,Yes,0,0,,6000,6000,0,32860,,38000,38000,7490,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,KATPADI,,4162298300,632059,DR U V ARIVAZHAGU,,www.kingston.ac.in
"NO. 257/1, BANGALORE - CHENNAI",9487057966,No,STATE BANK OF INDIA,AU(30); CE(30); CS(90),1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",7,10,RANIPET,global_iet@yahoo.co.in,Yes,Yes,10000,5000,,500,500,0,28800,,4500,4500,9000,,Permanent,Permanent,,1250,1250,Yes,,Both,Both,No,WALAJAH ROAD,,9443132622,632509,DR V NATARAJAN,WALAJAH,www.getedu.in
"CHETPET TO POLUR ROAD,",9962513652,No,UNION BANK OF INDIA MODAIYUR,CE(30); CS(60); EE(30),1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",42,12,TIRUVANNAMALAI,annamalaiarcoe@gmail.com,Yes,Yes,500,3000,,100,100,5000,20000,,3000,3000,4000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,POLUR,,9962513652,606902,DR R KANNAN,POLUR,www.annamalaiarengg.com
"ADIYUR, SALEM MAIN ROAD",9488001525,No,CANARA BANK TIRUPATHUR,ME(60); CS(60); CE(30),1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",3,3,1525,podhigaitech@gmail.com,Yes,Yes,1000,5000,,0,0,0,14000,,2000,2000,5500,,Permanent,Permanent,,1000,1000,Yes,,Veg,Veg,No,TIRUPATHUR JN,,4179225900,635601,DR M PRABHAKARAN,TIRUPATHUR,www.podhigaitech.ac.in
"T.R.S. CAMPUS, SRI KRISHNA NAGAR,",9159292520,No,HDFC BANK ARAKKONAM,CE(30); CS(60); EE(30),1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",55,3,RANIPET,principal1526@gmail.com,Yes,Yes,5000,5000,,750,750,5000,25000,,4500,4500,15000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,ARAKKONAM,,9944336600,631003,DR ARUNPRASATH R ME PHD MBA,ARAKKONAM,www.srikrishnacollege.co.in
VENMANI,9787669855,No,UNION BANK OF INDIA MODAIYUR,CS(60); EC(60); EE(60),1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",32,3,1529,oceprincipal@gmail.com,Yes,Yes,1000,0,,0,0,0,7000,,1850,1850,3000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,POLUR,,4181223688,606803,M YUVARASU,POLUR,WWW.OXFORDCOLLEGEOFENGINEER
36 ELEVENTH AVENUE ASHOK,9884230077,No,UNION BANKOF INDIA ASHOK,BA(40),1530,"Papni School of Architecture, 302/1, Keeranallur Village, Sriperumbudhur Taluk, Kancheepuram District, Chennai 602108",18,14,CHENNAI,vinodrajappa.pisa@gmail.com,Yes,Yes,25000,25000,,500,500,15000,45000,,3500,3500,20000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,KANCHIPURAM,,9176630072,600083,VINOD RAJAPPA,CHENNAI,https://papniarch.ac.in
,,,,,1533,"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
IDHAYA ENGINEERING COLLEGE FOR,9843858770,No,INDIAN BANK,CS(90); EE(30); EC(60),1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District",15,4,KALLAKURICHI,idhaya@iecw.edu.in,No,Yes,200,0,250,,,0,30000,2500,,,7600,Permanent,,,750,,,Yes,Both,,,Yes,CHINNASALEM,,4151258325,606201,DR SR A JENITTA,CHINNASALEM,WWW.IECW.EDU.IN
"GCT, THADAGAM ROAD",9443749489,Yes,STATE BANK OF INDIA,CE(120); ME(120); EE(60),2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",7,6,COIMBATORE,gctcbe@gct.ac.in,Yes,Yes,200,5000,,250,250,2750,0,,1800,1800,0,,Permanent,Permanent,,200,200,No,,Veg,Veg,No,COIMBATORE JN,,4222432221,641013,DR K MANONMANI,COIMBATORE NORTH,www.gct.ac.in
"PSG COLLEGE OF TECHNOLOGY,",9894178219,Yes,CENTRAL BANK OF INDIA,AS(60); BS(60); BY(60),2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District",5,5,COIMBATORE,principal@psgtech.edu,Yes,Yes,1000,5000,,300,300,5350,0,,4850,4850,0,,Permanent,Permanent,,3000,3000,No,,Both,Both,No,COIMBATORE,,4224344777,641004,DR K PRAKASAN,COIMBATORE,www.psgtech.edu
CIVIL AERODROME POST,9442954202,Yes,INDIAN BANK,CE(45); CN(15); ME(65),2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",8,8,2007,principal@cit.edu.in,Yes,Yes,550,5000,,395,500,11000,0,,2500,2500,0,,Permanent,Permanent,,585,750,Yes,,Both,Both,No,COIMBATORE JUNCTION,,4222573187,641014,DR A RAJESWARI,COIMBATORE,www.cit.edu.in
"MARUTHAMALAI MAIN ROAD,",8778063690,No,STATE BANK OF INDIA,CS(60),2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, NavavoorBharathiyar University Post, Somayampalayam, Coimbatore District",12,12,COIMBATORE,deancoimbatore@annauniv.edu,Yes,Yes,500,5000,,50,50,15000,0,,3000,3000,0,,Permanent,Permanent,,50,50,No,,Both,Both,No,COIMBATORE JUNCTION,,9894165888,641046,DR SARAVANAKUMAR M,COIMBATORE NORTH,www.aurcc.ac.in
"PULLIPALAYAM, MORUR POST,",7373696999,No,STATE BANK OF INDIA,AG(60); AD(60); BM(60),2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",44,2,SALEM,principal@shanmugha.edu.in,Yes,Yes,3000,0,,8000,8000,0,25000,,3700,3700,3000,,Permanent,Permanent,,18000,18000,Yes,,Both,Both,No,SANKARI DURG,,7373696999,637304,DR G M TAMILSELVAN,SANKARI,https://shanmugha.edu.in/
"KAKKAVERI, RASIPURAM",8870007537,No,CANARA BANK,AG(60); CS(120); EC(60),2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District",30,5,2314,info@mce.ac.in,Yes,Yes,1250,2500,,650,650,5000,19000,,3250,3250,5000,,Permanent,Permanent,,1100,1100,Yes,,Both,Both,No,RASIPURAM,,4287220737,637408,DR P VENUGOPAL,RASIPURAM,www.mce.ac.in
"N.S.N. KALVI NAGAR, KARUR -",8220447799,No,KARUR VYSYA BANK,CS(60); EC(60),2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",10,11,KARUR,principal2327@gmail.com,Yes,Yes,5000,5000,,2500,2500,2500,24000,,3000,3000,10000,,Permanent,Permanent,,25000,25000,Yes,,Both,Both,No,KARUR,,8220447799,639003,DR J SHANMUGAPRIYAN ME PHD,,www.nsn.ac.in
"K.S.R. KALVI NAGAR, TIRUCHENGODE",7010695627,Yes,STATE BANK OF INDIA,BM(60); CS(90); SC(60),2328,"K S R Institute for Engineering and Technology(Autonomous), Thokkavadi, Namakkal District 637215",40,12,,principal@ksriet.ac.in,Yes,Yes,3750,0,,1000,1000,6500,40000,,4000,4000,40000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,ERODE,,4288274773,637215,DR M VENKATESAN,TIRUCHENGODE,www.ksriet.ac.in
"RATHINAM TECHNICAL CAMPUS,",9677968888,Yes,HDFC BANK,AG(30); AD(60),2329,"Rathinam Technical Campus(Autonomous), Pollachi Road, Eachanari, Coimbatore District 641021",7,7,COIMBATORE,principal@rathinamtechzone.com,Yes,Yes,16000,5000,,300,300,5000,25000,,4000,4000,7000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,8122148500,641021,DR B NAGARAJ,MADUKARAI,https://www.rathinamtechnicalcampus.com/
"ERRATTAIKARADU PARUVACHI POST,",9566341010,No,UNION BANK OF INDIA,CS(60); EC(60),2332,"Aishwarya College of Engineering and Technology, ErrattaikaraduParuvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",24,24,ERODE,acetdr@gmail.com,Yes,Yes,5000,3000,,0,0,0,18000,,4000,4000,6000,,Permanent,Permanent,,10000,10000,Yes,,Both,Both,No,ERODE JN,,9384281500,638312,DR T GOVINDASWAMY,2332,www.aishwaryaengg.ac.in
"294/2, ASIAN COLLEGE ROAD, NEAR",7708069402,No,SOUTH INDIAN BANK,EE(30); ME(30),2338,"Asian College of Engineering and Technology, Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",18,13,COIMBATORE,asiantccbe@gmail.com,Yes,Yes,0,2500,,200,200,0,25000,,2700,3000,10000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,THUDIYALUR RAILWAY STATION,,7708069402,641110,,,www.acetcbe.in
"ATTUR MAIN ROAD, METTUPATTI,",9865440414,No,KARUR VYSYA BANK,AD(60); BM(60); CE(30),2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District",10,10,SALEM,principal@ganeshenggcollege.org,Yes,Yes,2500,2000,,250,250,5000,30000,,2750,2750,30000,,Permanent,Permanent,,1250,1250,Yes,,Both,Both,No,SALEM JUNCTION,,4272211212,636111,,VALAPADI,http://ganeshenggcollege.org/
"1/162, ATHIPALAYAM THUDIYALUR,",7502664999,No,CANARA BANK,AD(30); CS(120); CE(30),2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",18,18,COIMBATORE,principalsriet1@gmail.com,Yes,Yes,1000,0,,200,200,5000,25500,,4000,4000,15000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,COIMBATORE JN,,7502664999,621110,DR H GANESAN,COIMBATORE(NORTH),www.sriet.ac.in
"TYPE V, INDIAN INSTITUTE OF",9952585751,No,CENTRAL BANK OF INDIA,,2343,"Indian Institute of Handloom Technology, Foulke's Compound, Thillai Nagar, Salem District 636001",2,1,SALEM,iiht.tnslm@nic.in,Yes,Yes,100,10000,,100,100,2000,0,,3700,3700,0,,Permanent,Permanent,,300,300,No,,Both,Both,No,SALEM TOWN,,8866985741,636001,DR AMIN HIRENBHAI NAVINBHAI,,www.iihtsalem.edu.in
"KEC CAMPUS,THOPPUPALYAM",7904074167,No,KARUR VYSYA BANK,AR(40),2344,"Kongu School of Architecture, Kongu Engineering College Campus, Perundurai Railway Station Road, Thoppupalayam (Post), Perundurai, Erode District",18,20,ERODE,ksa@kongu.ac.in,Yes,Yes,0,0,,500,500,0,31100,,3000,3000,7000,,Permanent,Permanent,,45000,45000,Yes,,Veg,Veg,No,ERODE,,9952412609,638060,G BHUVANESWARI,PERUNDURAI,http://www.ksakongu.edu.in/
"OPPOSITE SALEM AIRPORT,",9442273721,No,INDIAN OVERSEAS BANK,CE(30); AG(30); CS(150); AD(60); AE(60),2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",20,6,SALEM,principal@dgct.ac.in,Yes,Yes,5000,5000,,100,100,5000,25000,,6000,6000,15000,,Permanent,Permanent,,1000,1000,Yes,,Veg,Veg,No,OMALUR,,4290233333,636309,DR A SELVARAJ ME PHD MISTE,,www.dgct.ac.in
"NH-544, KUPPANUR POST",6383911863,No,STATE BANK OF INDIA,CE(30); CS(60); EC(30),2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post, Sankari Taluk, Salem District 637301",38,5,2346,balkisujatha@gmail.com,Yes,Yes,5000,15000,,300,300,7500,40000,,5000,5000,15000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,SANKARI DURG,,4283244080,637301,DR V SUJATHA,SANKARI,www.shreesathyam.edu.in
,,,,,2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
ACC PIRIVU NAVAKARAI POST,9943060388,No,INDIAN OVERSEAS BANK,AR(40),2348,"San Academy of Architecture, ACC Pirivu, Navakarai Post, Walayar, Coimbatore District 641105",15,4,COIMBATORE,sanarchitecture7245@gmail.com,Yes,Yes,10000,10000,,500,500,1000,20000,,4000,4000,3500,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,WALAYAR,,9447972284,641112,K S RAKESH,MADUKKARAI,www.sanarch.in
