collegeCode,collegeName,highestCutoff,competitiveBranch,cutoffYear,closingRank,programs,placementRate,medianSalary,averageSalary,highestSalary,placementYears,nirfEngineering,nirfYear,naacGrade,autonomous,hostelAvailable,facilities,website,evidenceConfidence,evidenceSourceCount,evidenceSources,missingFields,dataCoveragePercent
4999,"AnnaiVailankanni College of Engineering, Pothaiyadi Salai, Pottalkulam, Azhagappapuram, Kanyakumari District 629401",141,CS,2025,143471,5,,,,,0,,,,false,true,,www.avce.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",197.5,CS,2025,1581,15,83.63,745000,750000,4500000,4,101-150,2025,A,true,true,Central library,www.tce.edu,high,4,https://www.tce.edu/cdc/placement-statistics | https://www.tce.edu/sites/default/files/PDF/NIRF-2026-Overall.pdf | https://www.nirfindia.org/Rankings/2025/EngineeringRanking150.html | https://www.tce.edu/,,100
5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",181,CS,2025,33249,6,,,,,0,,,,false,true,,www.gcebodi.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",184.5,CS,2025,24795,6,,,,,0,,,,false,true,,www.autmdu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5012,"Central Electrochemical Research Institute CECRI), Karaikudi, Sivagangai District",196.5,CC,2025,2524,1,,,,,0,,,,false,true,,https://cecri.res.in/,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5017,"University College of Engineering, Ramanathapuram, Pullangudi, Ramanathapuram District 623513",166,CS,2025,73148,7,,,,,0,,,,false,true,,www.aucermd.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5022,"University College of Engineering, Dindigul, MangaraiPirivu, Reddiyarchathiram, Dindigul District 624622",170.5,CS,2025,61473,7,,,,,0,,,,false,true,Laboratories | Central library | Medical facilities | Cafeteria,https://auucedgl.ac.in/,medium,2,https://auucedgl.ac.in/civil-engineering/civil-engineering-facilities | https://auucedgl.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5502,"Sri Raajaraajan College of Engineering & Technology, Amaravathi Village, AmaravathiPudur Post, Karaikudi, Sivagangai District 630301",134.5,AD,2025,161261,7,89.77,320000,,,3,,,B,false,true,Central library | Transport | Laboratories,www.sriraajaraajan.in,medium,2,https://www.sriraajaraajan.in/img/need/SRRCET%20-%20NIRF%20DCS%20REPORT.pdf | https://www.sriraajaraajan.in/,averageSalary | highestSalary | nirfEngineering,77
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",170.5,CS,2025,60913,10,,,,,0,,,,false,true,,www.ssmiet.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai District",129,CS,2025,175717,5,,,,,0,,,,false,true,Laboratories | Wi-Fi campus | Central library | Transport | Cafeteria | Auditorium,www.vaigai.org,medium,1,https://www.vaigai.org/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai District",127,FT,2025,180180,3,,,,,0,,,,false,true,Transport,www.kitandkimtechnicalcampus.org,medium,1,https://www.kitandkimtechnicalcampus.org/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai, Madurai District 625402",152.5,AM,2025,111646,8,48.9,300000,,,3,,,,false,true,Auditorium | Central library | Laboratories,mce-madurai.ac.in,medium,2,https://mce-madurai.ac.in/wp-content/uploads/2026/04/MANGAYARKARASI-COLLEGE-OF-ENGINEERING20260220-1-1.pdf | https://mce-madurai.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
5545,G.T.N College of Technology,122,AD,2025,191943,5,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
5546,Jamal Mohamed College of Engineering,122.5,CF,2025,190138,4,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",136,CS,2025,156783,9,,,,,0,,,,false,true,Cafeteria | Sports facilities | Gymnasium | Laboratories | Central library,https://christianengineering.in/,medium,1,https://christianengineering.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5832,"N P R College of Engineering and Technology(Autonomous), Natham, Dindigul District 624401",154,CS,2025,107333,9,100,310000,,,2,,,A,true,true,Innovation centre,WWW.NPRCET.ORG,medium,2,http://nprcolleges.org/engineering/wp-content/uploads/sites/2/2025/08/nirf_2024-2025.pdf | https://nprcolleges.org/engineering/,averageSalary | highestSalary | nirfEngineering,77
5842,"Taluk, Sivagangai District 630611",171,CS,2025,59079,9,,,,,0,,,,false,true,Innovation centre | Laboratories | Central library | Transport | Cafeteria | Auditorium | Sports facilities,www.srmmcet.edu.in,medium,1,http://www.srmmcet.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5862,"R V S Educational Trust’s Groups of Institutions (Integrated Campus), N Paraipatti Post, Vedasandur Taluk, Dindigul District 624005",137,BM,2025,154793,8,,,,,0,,,A,false,true,Cafeteria | Medical facilities,https://www.rvsetgidgl.ac.in,medium,2,https://www.rvsetgidgl.ac.in/naac.php | https://www.rvsetgidgl.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
5865,"Nadar Saraswathi College of Engineering and Technology, Vadupudupatti, Annanji Post, Theni District 625531",162.5,CS,2025,83604,7,89,252000,,1900000,4,,,A,false,true,Laboratories | Transport | Central library | Sports facilities | Cafeteria | Medical facilities,www.nscet.org,medium,4,https://www.nscet.org/placement/ | https://www.nscet.org/assets/pdf/NIRF/IR-E-C-56319%20ENGG%2025%20(1).pdf | https://www.nscet.org/ | https://www.nscet.org/infrastructure/,averageSalary | nirfEngineering,85
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",194,CS,2025,6155,6,,,,,0,,,,true,true,,www.accetedu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District 625536",124,CS,2025,187624,8,,,,,0,,,,false,true,Central library,www.bnec.ac.in,medium,1,https://www.bnec.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5904,"K L N College of Engineering (Autonomous), Pottapalayam, Sivagangai District",173.5,CS,2025,52908,8,,,,,0,,,,true,true,Laboratories | Gymnasium | Transport | Central library | Medical facilities | Cafeteria | Sports facilities,www.klnce.edu,medium,2,https://www.klnce.edu/ | https://www.klnce.edu/Resources/Hostel.aspx,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5907,"Mohamed Sathak Engineering College, Kilakarai, Ramanathapuram District",180,MR,2025,35802,14,34.86,420000,,,3,,,,false,true,Medical facilities | Cafeteria | Central library | Laboratories | Gymnasium,www.msec.org.in,medium,3,https://www.msec.org.in/uploads/nirf/2025-ENGG.pdf | https://www.msec.org.in/hostel.php | https://www.msec.org.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",183,CS,2025,29113,12,,,,,0,201-300,2025,,true,true,,https://www.psnacet.edu.in/,high,1,https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html,placementRate | medianSalary | averageSalary | highestSalary | naacGrade | facilities,54
5911,"P T R College of Engineering and Technology, Thanapandiyan Nagar, Austinpatty Post, Madurai District 625008",124,CE,2025,186830,8,,,,,0,,,,false,true,Central library | Laboratories | Cafeteria | Auditorium,www.ptrcet.edu.in,medium,2,https://www.ptrcet.edu.in/ | https://www.ptrcet.edu.in/infrastructures/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5912,"Pandian Saraswathi Yadav Engineering College, Thirumansolai Post, Sivagangai District 630 561",138.5,IT,2025,150187,9,44.96,200000,,,3,,,,false,true,Central library | Transport | Laboratories | Medical facilities | Sports facilities,www.psyec.edu.in,medium,3,https://www.psyec.edu.in/assets/img/brochures/DCS-NIRF.pdf | https://www.psyec.edu.in/ | https://www.psyec.edu.in/hostel,averageSalary | highestSalary | nirfEngineering | naacGrade,69
5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",147.5,AD,2025,125897,12,55.28,180000,,,2,,,,false,true,Central library | Innovation centre | Laboratories | Gymnasium,www.rvseng.ac.in,medium,2,https://rvseng.ac.in/wp-content/uploads/2025/09/RVSCE-NIRF-OVERALL-REPORT.pdf | https://rvseng.ac.in/naac-criterion/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
5914,"Solamalai College of Engineering, Veerapanjan, Madurai District 625020",137,AD,2025,154140,9,,,,,0,,,,false,true,Auditorium | Central library,WWW.SOLAMALAICE.AC.IN,medium,1,https://www.solamalaice.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District",149,AD,2025,122211,7,,,,,0,,,,false,true,,www.sacsmec.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5919,"St. Michael College of Engineering and Technology, Kalayarkoil, Sivagangai District 630551",131,CS,2025,170341,8,,,,800000,1,,,A,false,true,Cafeteria | Sports facilities | Medical facilities | Wi-Fi campus | Laboratories | Central library | Transport,www.smcet.edu.in,medium,3,https://www.smcet.edu.in/placements/ | https://www.smcet.edu.in/ | https://www.smcet.edu.in/campus-life/,placementRate | medianSalary | averageSalary | nirfEngineering,69
5921,"Syed Ammal Engineering College, AchuthanVayal Post, Ramanathapuram District 623502",171,EC,2025,59495,9,90.06,712714,,,3,,,,false,true,Central library | Transport | Laboratories | Auditorium | Cafeteria | Sports facilities | Medical facilities,www.syedengg.ac.in,medium,3,https://www.syedengg.ac.in/pdf/NIRF/report/NIRF-2026-ENGINEERING.pdf | https://www.syedengg.ac.in/ | https://www.syedengg.ac.in/facilities-transport.php,averageSalary | highestSalary | nirfEngineering | naacGrade,69
5924,"Ganapathy Chettiar College of Engineering and Technology, Melakavanur Post, Paramakudi, Ramanathapuram District 623706",142,EE,2024,103783,6,,,,,0,,,,false,true,,WWW.GANAPATHYCHETTIARENGINE,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5930,"SBM College of Engineering and Technology, Thamaraipady, T N ParaipattiPirivu, Dindigul District 624005",122.5,CS,2025,190514,8,,,,,0,,,,false,true,,www.sbminstitutions.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",147,CS,2025,127001,7,,,,,0,,,,false,true,,www.fmcet.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
5942,"Ultra College of Engineering and Technology, Kodikulam, 1 Bit Village, Madurai- Chennai Highway, Madurai District 625104",125,CS,2025,184761,7,,,,,0,,,,false,true,Central library | Laboratories,www.ucetw.ac.in,medium,1,https://ucetw.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5986,"Velammal College of Engineering and Technology(Autonomous), Madurai District 625009",188.5,CS,2025,16405,9,80.57,400250,,4700000,4,,,A,true,true,Laboratories | Transport | Central library | Auditorium | Cafeteria | Medical facilities,www.vcet.ac.in,medium,3,https://www.vcet.ac.in/ | https://www.vcet.ac.in/vcetit/pdfs/IQAC/NIRF/Engineering2026.pdf | https://www.vcet.ac.in/vcetit/camamen,averageSalary | nirfEngineering,85
5988,"Theni Kammavar Sangam College of Technology, Theni Main Road, Koduvillarpatti Post, Theni District 625534",142,CS,2025,140655,7,,,,,0,,,,false,true,Central library | Laboratories,www.tksct.in,medium,1,https://www.tksct.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",122.5,CS,2025,190752,5,58.14,250000,,,3,,,,false,true,Auditorium | Sports facilities | Central library | Laboratories,www.lathamathavan.edu.in,medium,3,https://www.lathamathavan.edu.in/wp-content/uploads/2026/04/NIRF-2024-25_REPORT.pdf | https://www.lathamathavan.edu.in/ | https://www.lathamathavan.edu.in/facilities/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
